en_id,zh_id,label
100465,178822,0
100466,178800,1
100467,178804,0
100468,171811,0
100469,178815,1
100470,178822,1
100471,178112,0
100472,178795,1
100473,224104,0
100474,178588,1
100475,228167,0
100476,178805,1
100477,178588,0
100478,178808,1
100479,178795,0
100480,178676,1
100481,45057,0
100482,75074,0
100483,198279,0
100484,179805,0
100485,198238,1
100486,179970,1
100487,178001,1
100488,184251,1
100489,178814,1
100490,270454,0
100491,198096,0
100492,198096,1
100493,173246,0
100494,178230,0
100495,182532,0
100496,182246,0
100497,178776,1
100498,182550,1
100499,178782,1
100500,178285,0
100501,178289,1
100502,107591,0
100503,178699,1
100504,179978,1
100505,86279,0
100506,178119,0
100507,288932,0
100508,182532,1
100509,178855,0
100510,197907,0
100511,178810,0
100512,197907,1
100513,178860,1
100514,171816,1
100515,182340,1
100516,182111,1
100517,182334,0
100518,182244,0
100519,235723,0
100520,182244,1
100521,171813,0
100522,182327,1
100523,182532,0
100524,44988,0
100525,171812,1
100526,171814,1
100527,182267,1
100528,198266,1
100529,182531,0
100530,178867,1
100531,179817,0
100532,198242,1
100533,178090,1
100534,171479,0
100535,182543,1
100536,298263,0
100537,198092,1
100538,179980,0
100539,198280,0
100540,182323,1
100541,80550,0
100542,179843,1
100543,182526,0
100544,50274,1
100545,287623,1
100546,182531,1
100547,178879,1
100548,198281,1
100549,171810,1
100550,178868,1
100551,182551,1
100552,178299,1
100553,182526,0
100554,182109,1
100555,198258,1
100556,182554,1
100557,182526,1
100558,178862,1
100559,135385,0
100560,197981,1
100561,314769,1
100562,182537,1
100563,138071,0
100564,171529,0
100565,179818,1
100566,182527,1
100567,182554,1
100568,171839,0
100569,280666,0
100570,171809,1
100571,179818,0
100572,182260,1
100573,70691,1
100574,60361,1
100575,179810,1
100576,198223,1
100577,178117,1
100578,70696,0
100579,178277,1
100580,182505,1
100581,288897,1
100582,198261,1
100583,178123,0
100584,178083,1
100585,184308,1
100586,135437,0
100587,179819,1
100588,176635,1
100589,171836,1
100590,171479,0
100591,70696,0
100592,178116,1
100593,171834,1
100594,178110,1
100595,171834,0
100596,198046,1
100597,198046,0
100598,53760,0
100599,197986,1
100600,179982,1
100601,132025,0
100602,198014,1
100603,171833,1
100604,178274,0
100605,179834,1
100606,298262,0
100607,197965,1
100608,40895,0
100609,135456,1
100610,182243,1
100611,71251,1
100612,198049,1
100613,182556,1
100614,82386,0
100615,88926,0
100616,182335,1
100617,178281,1
100618,178115,1
100619,178273,0
100620,287656,0
100621,160534,0
100622,198045,0
100623,198035,1
100624,198032,1
100625,198034,1
100626,198034,0
100627,198047,1
100628,182265,0
100629,179826,1
100630,237190,0
100631,182270,1
100632,60688,0
100633,76478,0
100634,198144,1
100635,182491,0
100636,182108,1
100637,178710,1
100638,16549,0
100639,182506,1
100640,198280,1
100641,198050,1
100642,184243,0
100643,179824,1
100644,182539,1
100645,60688,1
100646,171530,1
100647,38620,1
100648,163851,1
100649,198012,1
100650,178871,1
100651,198030,0
100652,86270,0
100653,198030,1
100654,88936,1
100655,179798,0
100656,198027,1
100657,172562,0
100658,88932,0
100659,198268,1
100660,182486,1
100661,198040,1
100662,182538,0
100663,182245,1
100664,198162,0
100665,86280,0
100666,176773,0
100667,181300,1
100668,135509,1
100669,198068,1
100670,179012,1
100671,178886,1
100672,580,0
100673,57976,0
100674,182758,0
100675,180131,1
100676,45602,1
100677,172552,1
100678,178341,1
100679,178313,1
100680,179074,1
100681,181687,1
100682,173411,0
100683,180112,1
100684,18325,0
100685,104057,0
100686,180126,1
100687,172558,0
100688,178531,0
100689,23190,0
100690,163840,1
100691,181094,1
100692,181102,0
100693,178484,1
100694,178485,1
100695,19261,0
100696,180140,1
100697,198086,0
100698,182567,0
100699,198091,0
100700,180124,1
100701,93550,0
100702,178893,0
100703,178900,1
100704,15658,0
100705,45651,0
100706,184463,1
100707,18203,0
100708,296109,0
100709,198200,1
100710,178532,1
100711,178320,1
100712,197987,0
100713,182875,1
100714,178324,1
100715,180129,1
100716,180145,0
100717,182628,1
100718,18010,0
100719,198173,1
100720,198163,1
100721,178510,0
100722,184485,1
100723,178899,1
100724,172563,0
100725,163782,1
100726,45606,0
100727,178371,0
100728,18036,0
100729,178315,1
100730,180109,0
100731,178507,0
100732,180128,1
100733,311167,0
100734,59019,0
100735,180103,1
100736,172553,1
100737,60877,0
100738,182871,0
100739,182862,1
100740,182877,1
100741,172451,1
100742,182756,1
100743,178525,1
100744,22291,0
100745,182866,0
100746,182861,1
100747,182860,0
100748,182873,1
100749,182868,1
100750,179074,0
100751,287615,0
100752,180127,1
100753,15657,0
100754,182749,1
100755,182856,1
100756,182853,0
100757,172557,1
100758,198075,0
100759,172557,0
100760,180104,1
100761,178383,0
100762,182860,1
100763,180103,0
100764,184475,0
100765,45629,0
100766,172426,1
100767,182601,1
100768,22115,0
100769,287615,1
100770,178897,1
100771,303668,0
100772,182744,0
100773,173258,1
100774,177085,1
100775,58991,1
100776,182744,1
100777,182869,1
100778,172554,0
100779,182754,1
100780,182757,1
100781,198209,1
100782,182651,0
100783,182853,1
100784,182755,1
100785,178919,0
100786,178312,1
100787,182585,1
100788,181098,1
100789,289789,0
100790,182762,1
100791,184388,1
100792,198177,1
100793,181103,1
100794,180111,1
100795,264244,0
100796,178917,1
100797,182827,0
100798,40927,0
100799,172615,1
100800,198153,1
100801,172524,1
100802,163902,1
100803,283122,0
100804,172525,1
100805,198160,1
100806,198067,1
100807,182750,1
100808,182857,1
100809,172421,0
100810,182827,1
100811,172607,1
100812,172610,1
100813,184473,1
100814,139347,0
100815,172526,1
100816,178487,1
100817,198181,1
100818,182854,0
100819,182584,1
100820,178402,0
100821,182577,1
100822,182761,1
100823,198067,0
100824,198198,1
100825,57998,1
100826,178514,1
100827,93590,0
100828,69686,1
100829,198074,1
100830,178526,1
100831,178511,1
100832,57790,0
100833,181105,0
100834,182828,1
100835,163897,1
100836,182577,0
100837,178392,1
100838,172608,1
100839,139184,0
100840,182621,0
100841,264112,0
100842,172559,1
100843,172526,0
100844,172444,0
100845,182648,1
100846,22125,0
100847,18485,0
100848,178916,1
100849,178506,0
100850,10328,0
100851,178305,1
100852,179990,1
100853,178502,1
100854,178390,0
100855,179995,0
100856,172602,1
100857,135782,0
100858,171858,0
100859,172437,0
100860,182611,1
100861,18438,0
100862,172582,1
100863,172618,0
100864,182713,1
100865,58995,1
100866,178386,1
100867,178412,0
100868,178412,1
100869,178372,1
100870,178414,1
100871,178377,0
100872,224003,0
100873,135771,0
100874,172584,0
100875,178382,1
100876,178513,1
100877,178538,1
100878,172603,1
100879,180005,0
100880,178390,1
100881,172442,1
100882,172582,0
100883,198078,1
100884,172579,1
100885,182903,1
100886,172432,1
100887,172603,0
100888,172450,0
100889,182732,1
100890,127622,0
100891,180141,1
100892,198197,1
100893,182693,1
100894,180117,1
100895,182575,1
100896,178483,0
100897,10157,0
100898,182685,1
100899,178403,1
100900,54478,1
100901,181301,1
100902,182703,1
100903,178483,1
100904,182921,1
100905,182654,1
100906,178499,1
100907,184469,1
100908,182919,1
100909,178537,0
100910,182923,0
100911,163871,1
100912,178537,1
100913,182729,0
100914,181275,0
100915,182640,1
100916,180007,1
100917,178395,0
100918,182851,0
100919,180005,1
100920,182742,1
100921,268082,0
100922,178491,1
100923,182689,1
100924,182731,1
100925,178486,0
100926,182724,1
100927,178523,1
100928,178407,1
100929,172575,1
100930,178408,1
100931,198065,1
100932,198084,1
100933,182921,0
100934,182706,1
100935,182885,0
100936,182727,0
100937,182905,0
100938,177090,1
100939,178492,1
100940,181215,0
100941,181275,1
100942,181286,1
100943,181214,0
100944,181267,1
100945,181287,1
100946,181268,1
100947,178310,0
100948,181277,0
100949,181261,1
100950,182885,1
100951,181260,0
100952,182709,0
100953,22033,0
100954,178394,1
100955,172570,1
100956,178388,1
100957,180000,1
100958,181092,1
100959,182722,1
100960,182738,1
100961,182724,0
100962,181215,0
100963,182708,0
100964,182733,1
100965,172568,1
100966,182646,0
100967,182907,1
100968,182735,0
100969,178307,1
100970,182883,1
100971,182674,0
100972,182661,1
100973,182727,1
100974,126443,0
100975,178384,1
100976,182823,1
100977,139417,0
100978,196383,1
100979,172433,1
100980,182730,1
100981,182912,0
100982,126443,0
100983,182893,1
100984,181210,1
100985,53834,0
100986,198069,0
100987,182663,1
100988,182738,0
100989,181232,1
100990,97916,0
100991,182687,1
100992,178306,0
100993,178517,1
100994,182881,1
100995,197901,1
100996,182723,0
100997,182720,1
100998,178503,1
100999,182718,0
101000,182660,1
101001,184237,1
101002,181227,1
101003,182908,0
101004,182667,1
101005,21945,0
101006,219191,0
101007,182657,1
101008,198076,1
101009,182692,1
101010,182889,1
101011,182671,0
101012,182668,1
101013,182705,1
101014,181209,1
101015,182641,1
101016,41631,0
101017,182917,0
101018,182887,1
101019,182702,1
101020,181220,1
101021,184462,1
101022,198061,1
101023,181279,1
101024,182698,1
101025,182695,1
101026,184476,1
101027,81531,0
101028,181693,0
101029,181104,1
101030,182916,1
101031,182844,1
101032,181263,1
101033,182734,0
101034,182734,1
101035,182890,0
101036,71264,1
101037,181729,0
101038,182711,1
101039,198205,1
101040,182918,1
101041,181719,0
101042,181715,1
101043,181732,1
101044,182931,1
101045,181693,1
101046,182620,1
101047,139191,1
101048,181249,1
101049,182696,0
101050,182846,0
101051,181212,1
101052,182690,1
101053,182710,1
101054,182697,1
101055,172604,1
101056,176798,0
101057,214654,0
101058,182879,1
101059,182656,1
101060,181223,1
101061,181216,1
101062,197911,1
101063,181244,1
101064,182717,1
101065,181730,0
101066,182659,0
101067,181248,0
101068,181248,0
101069,182598,1
101070,181245,0
101071,182582,1
101072,182566,0
101073,182623,1
101074,182688,1
101075,182612,1
101076,181240,1
101077,182598,0
101078,298604,0
101079,182578,1
101080,182566,1
101081,181120,0
101082,198170,0
101083,182678,1
101084,176841,0
101085,179992,1
101086,181712,1
101087,181676,1
101088,182824,0
101089,182681,0
101090,182931,0
101091,180139,0
101092,184237,0
101093,180135,1
101094,181731,1
101095,182600,1
101096,182586,1
101097,182629,1
101098,198201,1
101099,257150,0
101100,182679,1
101101,171853,1
101102,182639,1
101103,172464,1
101104,171870,1
101105,176643,0
101106,182675,1
101107,182659,1
101108,198282,1
101109,182677,1
101110,181116,1
101111,303334,0
101112,306460,0
101113,181128,1
101114,10410,0
101115,181091,1
101116,94160,1
101117,181155,1
101118,182820,0
101119,182631,1
101120,19300,1
101121,172434,0
101122,172429,1
101123,171908,0
101124,171904,0
101125,198201,0
101126,181163,1
101127,181131,1
101128,171909,0
101129,181133,0
101130,181129,1
101131,181129,0
101132,181135,1
101133,181124,1
101134,172434,0
101135,181147,0
101136,181146,1
101137,181153,1
101138,182677,0
101139,181157,0
101140,23374,1
101141,182842,1
101142,288422,0
101143,184237,0
101144,126386,0
101145,171891,1
101146,285331,1
101147,182838,0
101148,172418,0
101149,172595,0
101150,172595,0
101151,179076,1
101152,178488,1
101153,182841,0
101154,126437,0
101155,172434,0
101156,172463,1
101157,301870,0
101158,198088,1
101159,182573,0
101160,180134,1
101161,172434,0
101162,179076,0
101163,181297,1
101164,182841,1
101165,171855,1
101166,171855,0
101167,171876,1
101168,180002,1
101169,22949,0
101170,172590,0
101171,172572,1
101172,172572,0
101173,224631,1
101174,127921,0
101175,172572,0
101176,172595,1
101177,184468,1
101178,172571,1
101179,171867,0
101180,172418,1
101181,181293,1
101182,172590,0
101183,171864,1
101184,171869,0
101185,171864,0
101186,172590,0
101187,171882,0
101188,171856,0
101189,171880,1
101190,172572,0
101191,171856,1
101192,126437,0
101193,172572,0
101194,18385,0
101195,171867,0
101196,198210,1
101197,172590,0
101198,171869,0
101199,172572,0
101200,171900,1
101201,171862,1
101202,171890,1
101203,171869,1
101204,171878,0
101205,204201,0
101206,181206,1
101207,181295,0
101208,181294,0
101209,171881,0
101210,171902,0
101211,171884,0
101212,171884,1
101213,172598,0
101214,171873,0
101215,126446,1
101216,171841,0
101217,204201,0
101218,171873,0
101219,172418,0
101220,181173,0
101221,76884,0
101222,171881,1
101223,171878,1
101224,171841,0
101225,182638,0
101226,126397,0
101227,171878,0
101228,171882,0
101229,171871,1
101230,171902,1
101231,181197,1
101232,171856,0
101233,171841,0
101234,178319,1
101235,171883,1
101236,181088,0
101237,171859,0
101238,181173,0
101239,171862,0
101240,171869,0
101241,126394,0
101242,171902,0
101243,171869,0
101244,171859,0
101245,198167,1
101246,171906,1
101247,171883,0
101248,126397,0
101249,171874,1
101250,171869,0
101251,126435,0
101252,171847,0
101253,182840,1
101254,180105,1
101255,171859,1
101256,171865,0
101257,182850,0
101258,171879,1
101259,204212,0
101260,91032,0
101261,76884,0
101262,171841,0
101263,179795,1
101264,171868,1
101265,198149,1
101266,171865,1
101267,91032,0
101268,181205,1
101269,179795,0
101270,182831,1
101271,171902,0
101272,171864,0
101273,178347,0
101274,59830,0
101275,181175,0
101276,171887,1
101277,181108,1
101278,181188,1
101279,171901,1
101280,181175,1
101281,181179,1
101282,181109,0
101283,181088,1
101284,126414,0
101285,171865,0
101286,181175,0
101287,176764,1
101288,181169,1
101289,126397,0
101290,181195,1
101291,198060,0
101292,184415,1
101293,127940,1
101294,181174,0
101295,181675,1
101296,198191,1
101297,171900,0
101298,178318,0
101299,182840,0
101300,171877,0
101301,181199,0
101302,20121,0
101303,171877,1
101304,59081,1
101305,178330,0
101306,181695,1
101307,178328,1
101308,181724,1
101309,171887,0
101310,181703,0
101311,178331,1
101312,135750,0
101313,178333,1
101314,20115,0
101315,181683,1
101316,181736,1
101317,181137,0
101318,126415,0
101319,181703,0
101320,184377,1
101321,181716,0
101322,19277,0
101323,181735,1
101324,181291,1
101325,228184,0
101326,178339,1
101327,172427,1
101328,82416,0
101329,181716,0
101330,178327,1
101331,181168,1
101332,181110,0
101333,181711,0
101334,76257,0
101335,178329,1
101336,172417,0
101337,181678,0
101338,178304,1
101339,181194,0
101340,54610,0
101341,171857,1
101342,264109,0
101343,179788,0
101344,184471,1
101345,181705,1
101346,181137,0
101347,181194,0
101348,54610,0
101349,176811,1
101350,181743,0
101351,181682,1
101352,93847,0
101353,181194,1
101354,181137,1
101355,181384,0
101356,171986,0
101357,181112,0
101358,181986,0
101359,181968,1
101360,181952,1
101361,181389,0
101362,181837,1
101363,181420,1
101364,228318,0
101365,181399,0
101366,181842,1
101367,181748,1
101368,181977,1
101369,176811,0
101370,184398,1
101371,181316,0
101372,179791,1
101373,178354,1
101374,181971,1
101375,181986,1
101376,171966,0
101377,181314,1
101378,181112,1
101379,198054,0
101380,184471,0
101381,172627,1
101382,224596,0
101383,224596,0
101384,181398,0
101385,179999,0
101386,59899,0
101387,41624,1
101388,181137,0
101389,44046,0
101390,181861,0
101391,178444,0
101392,310712,0
101393,181317,1
101394,310712,1
101395,181314,0
101396,71008,1
101397,171969,0
101398,181949,0
101399,270018,0
101400,171977,0
101401,171968,0
101402,171972,0
101403,136578,1
101404,178918,0
101405,297906,0
101406,59157,0
101407,180041,1
101408,181407,1
101409,301934,0
101410,181406,1
101411,180183,1
101412,310712,0
101413,285119,0
101414,71230,1
101415,127588,0
101416,171980,0
101417,181317,0
101418,181383,1
101419,181371,0
101420,181879,1
101421,181845,1
101422,172624,0
101423,181395,0
101424,181875,1
101425,181878,0
101426,181843,0
101427,172462,1
101428,181401,1
101429,19550,0
101430,171973,0
101431,171990,1
101432,178891,1
101433,171968,0
101434,171985,0
101435,181870,1
101436,171980,1
101437,181396,1
101438,181854,0
101439,172536,1
101440,140588,0
101441,180172,1
101442,171974,1
101443,181760,0
101444,171849,1
101445,289792,1
101446,171973,1
101447,58968,0
101448,171972,0
101449,181416,1
101450,178887,1
101451,179059,1
101452,181854,1
101453,184489,1
101454,171849,0
101455,184477,1
101456,58968,0
101457,181403,1
101458,184373,1
101459,172002,0
101460,59580,0
101461,181874,0
101462,181836,1
101463,172625,0
101464,181869,0
101465,176801,0
101466,184381,1
101467,126516,0
101468,180191,1
101469,184249,0
101470,178890,1
101471,136580,0
101472,19581,0
101473,171972,0
101474,184391,1
101475,181753,1
101476,171954,1
101477,182799,1
101478,129256,0
101479,181756,1
101480,181753,0
101481,172439,1
101482,181954,0
101483,176757,0
101484,10354,0
101485,184236,0
101486,184382,1
101487,181929,0
101488,106105,0
101489,184479,1
101490,60831,1
101491,171961,1
101492,181953,0
101493,289307,0
101494,181953,0
101495,289307,1
101496,181958,0
101497,181954,1
101498,181956,1
101499,181955,1
101500,184396,0
101501,58925,0
101502,181964,1
101503,181973,1
101504,181923,1
101505,181975,0
101506,181950,0
101507,136561,0
101508,181413,1
101509,126605,0
101510,181077,1
101511,297834,0
101512,171951,1
101513,198060,0
101514,181954,0
101515,171957,0
101516,59901,0
101517,178452,1
101518,172004,0
101519,181990,0
101520,172252,1
101521,198203,1
101522,184399,1
101523,181988,1
101524,137191,1
101525,181969,0
101526,181931,0
101527,107223,0
101528,181927,0
101529,171965,0
101530,171979,1
101531,171988,1
101532,171971,0
101533,126522,0
101534,126578,0
101535,171965,1
101536,178892,1
101537,308643,0
101538,20376,0
101539,181983,0
101540,181965,0
101541,180052,0
101542,181600,1
101543,181926,1
101544,287650,0
101545,181983,0
101546,180044,1
101547,180036,1
101548,180030,0
101549,172538,0
101550,181322,1
101551,216230,0
101552,181834,1
101553,181931,1
101554,126605,0
101555,58875,0
101556,301922,0
101557,180030,0
101558,172260,0
101559,91036,0
101560,198179,1
101561,176779,0
101562,172259,1
101563,181943,1
101564,181323,1
101565,181321,1
101566,172523,1
101567,178301,0
101568,178301,1
101569,179089,1
101570,184385,1
101571,81424,0
101572,180034,1
101573,39151,0
101574,181930,1
101575,181935,1
101576,184231,1
101577,172420,0
101578,184420,1
101579,181834,0
101580,181970,1
101581,126597,0
101582,172003,0
101583,181982,1
101584,181387,0
101585,181935,0
101586,172239,1
101587,181405,1
101588,181976,1
101589,184386,1
101590,19552,0
101591,181590,1
101592,184382,0
101593,181913,1
101594,228409,0
101595,126548,0
101596,75901,0
101597,303340,1
101598,172250,0
101599,203739,0
101600,180024,1
101601,18624,0
101602,198178,0
101603,180160,1
101604,87349,0
101605,180024,0
101606,180051,1
101607,180040,1
101608,181915,0
101609,181915,0
101610,172235,1
101611,126575,0
101612,76179,0
101613,172621,1
101614,290247,0
101615,180045,0
101616,181915,1
101617,182005,1
101618,180027,1
101619,180033,0
101620,180028,1
101621,176775,0
101622,180023,1
101623,176775,0
101624,180027,0
101625,181424,1
101626,180175,1
101627,180018,1
101628,22331,0
101629,94185,0
101630,184387,1
101631,171976,0
101632,181910,0
101633,20159,0
101634,179984,1
101635,83146,0
101636,181919,0
101637,181911,0
101638,181907,1
101639,181904,0
101640,181888,0
101641,181921,0
101642,181896,0
101643,126566,0
101644,181920,0
101645,181887,0
101646,59900,0
101647,76337,0
101648,184461,1
101649,93752,0
101650,181899,0
101651,171911,0
101652,171925,1
101653,171931,1
101654,270054,0
101655,91181,0
101656,310332,0
101657,181898,1
101658,172017,1
101659,172535,1
101660,181893,0
101661,181747,0
101662,198178,1
101663,184372,1
101664,184378,0
101665,181902,0
101666,184203,1
101667,181898,0
101668,44176,0
101669,181909,0
101670,270181,0
101671,181893,0
101672,184384,1
101673,181914,0
101674,216261,0
101675,163894,1
101676,184405,1
101677,127899,0
101678,126616,0
101679,184238,1
101680,178432,1
101681,216332,0
101682,181908,1
101683,184378,1
101684,184465,1
101685,137069,0
101686,178895,1
101687,181421,1
101688,59093,0
101689,184376,1
101690,178442,1
101691,182000,0
101692,83074,0
101693,83083,0
101694,171917,1
101695,137068,0
101696,182815,1
101697,172243,1
101698,184238,0
101699,181421,0
101700,184201,0
101701,181603,0
101702,107086,0
101703,126574,0
101704,298666,0
101705,178428,0
101706,178456,1
101707,93882,1
101708,45285,0
101709,178350,1
101710,184383,1
101711,182003,1
101712,181992,1
101713,71231,0
101714,181423,1
101715,182004,1
101716,178428,0
101717,181901,1
101718,136870,0
101719,182009,0
101720,178450,0
101721,182007,1
101722,93870,0
101723,224017,1
101724,181897,1
101725,181903,1
101726,181890,0
101727,181356,0
101728,182008,1
101729,181997,0
101730,181342,1
101731,181891,1
101732,54168,0
101733,182811,1
101734,163878,0
101735,172460,1
101736,181342,0
101737,181994,1
101738,171928,1
101739,71224,0
101740,182009,1
101741,178428,0
101742,172021,0
101743,181335,1
101744,181599,1
101745,181324,0
101746,45187,1
101747,172021,1
