en_id,zh_id,label,edit_label
224188,1081,1.0,
258758,1083,1.0,
221006,1088,1.0,
311270,1088,1.0,
263095,1089,0.0,
219535,1090,1.0,
219537,1091,1.0,
220685,1093,0.0,
224410,1095,1.0,
247448,1097,0.0,
230377,1100,0.0,
247673,1100,0.0,
290034,1100,0.0,
313910,1107,0.0,
257557,1110,0.0,
201128,1111,0.0,
249376,1111,0.0,
307095,1111,0.0,
312843,1111,0.0,
312833,1111,0.0,
284008,1112,0.0,
247916,1114,0.0,
257413,1124,0.0,
313884,1125,0.0,
312568,1136,0.0,
290063,1144,0.0,
290067,1144,0.0,
301559,1145,0.0,
209217,1159,0.0,
257450,1165,0.0,
257453,1165,0.0,
257544,1167,0.0,
257548,1167,0.0,
257570,1167,0.0,
292418,1167,0.0,
224169,1168,0.0,
257461,1168,0.0,
224223,1173,0.0,
260009,1178,0.0,
260016,1178,0.0,
266962,1178,0.0,
224595,1180,0.0,
259665,1180,0.0,
284622,1184,0.0,
205223,1196,0.0,
206322,1196,0.0,
314324,1196,1.0,
314326,1196,1.0,
260041,1197,0.0,
314319,1204,1.0,
314320,1204,1.0,
260028,1208,0.0,
260001,1209,0.0,
293084,1209,0.0,
314314,1218,1.0,
260026,1218,0.0,
260002,1220,0.0,
259996,1220,0.0,
258466,1223,0.0,
260091,1228,0.0,
260213,1254,0.0,
258482,1260,0.0,
260090,1260,0.0,
293113,1266,0.0,
260097,1266,0.0,
260027,1274,0.0,
260202,1277,0.0,
260152,1278,0.0,
292612,1279,0.0,
260154,1286,0.0,
293126,1286,0.0,
260158,1286,0.0,
258478,1288,0.0,
260150,1301,0.0,
259880,1306,0.0,
260159,1315,0.0,
314311,1316,1.0,
259987,1334,0.0,
217560,1347,0.0,
284840,1347,0.0,
314390,1348,1.0,
284863,1352,0.0,
314375,1353,0.0,
206486,1353,0.0,
314346,1366,0.0,
284848,1367,0.0,
293211,1375,0.0,
293214,1375,0.0,
260538,1377,0.0,
260489,1406,0.0,
293221,1408,0.0,
260428,1414,0.0,
258550,1426,0.0,
260508,1428,0.0,
224695,1428,0.0,
258554,1428,0.0,
258555,1428,0.0,
260471,1428,0.0,
260479,1428,0.0,
260484,1428,0.0,
260490,1428,0.0,
260472,1430,0.0,
266707,1433,0.0,
224364,1434,0.0,
260309,1450,0.0,
260291,1454,0.0,
293178,1468,0.0,
293208,1477,0.0,
206430,1491,0.0,
260509,1495,0.0,
258570,1501,1.0,
284874,1506,0.0,
258559,1514,0.0,
214167,1528,0.0,
260756,1528,0.0,
206535,1561,0.0,
224718,1561,0.0,
224722,1561,0.0,
306697,1567,0.0,
293309,1575,0.0,
260760,1575,0.0,
260763,1575,0.0,
260754,1581,0.0,
314386,1594,0.0,
260704,1598,0.0,
260533,1607,0.0,
284847,1642,0.0,
258508,1643,0.0,
224359,1646,0.0,
257388,1654,0.0,
260236,1658,0.0,
270036,1662,0.0,
275625,1663,0.0,
209430,1676,0.0,
260391,1677,0.0,
260540,1683,0.0,
224698,1687,0.0,
206483,1709,0.0,
258560,1714,0.0,
260500,1727,0.0,
260481,1727,0.0,
260525,1729,0.0,
305318,1736,0.0,
314382,1747,0.0,
260564,1749,0.0,
284929,1767,0.0,
260675,1774,1.0,
258595,1779,0.0,
260671,1784,0.0,
258593,1790,0.0,
260589,1810,0.0,
268053,1813,0.0,
260673,1817,0.0,
260638,1828,0.0,
258579,1856,0.0,
284898,1860,0.0,
306685,1870,0.0,
205265,1892,0.0,
260702,1909,0.0,
309033,1934,0.0,
314389,1944,1.0,
258504,1971,0.0,
260235,1971,0.0,
260308,1976,0.0,
284233,1977,0.0,
260256,1978,0.0,
260257,1978,0.0,
284953,1986,0.0,
259789,1989,0.0,
306374,1995,0.0,
314272,1995,1.0,
206148,2001,0.0,
266695,2010,0.0,
259914,2021,0.0,
259873,2027,0.0,
259878,2027,0.0,
258402,2030,0.0,
259801,2030,0.0,
258418,2033,0.0,
258401,2036,0.0,
259802,2036,0.0,
259770,2039,0.0,
209373,2049,0.0,
258346,2058,0.0,
259708,2062,0.0,
259830,2065,0.0,
211711,2072,0.0,
259691,2092,0.0,
224610,2095,0.0,
259697,2097,0.0,
224343,2099,0.0,
224621,2099,0.0,
259744,2099,0.0,
266914,2102,0.0,
258380,2102,0.0,
259728,2102,0.0,
259757,2102,0.0,
293020,2102,0.0,
259727,2107,0.0,
259746,2107,0.0,
216646,2118,0.0,
259888,2118,0.0,
206158,2133,0.0,
259653,2139,0.0,
224600,2148,0.0,
284702,2160,0.0,
259664,2166,0.0,
259667,2169,0.0,
224591,2169,0.0,
224592,2169,0.0,
293002,2179,0.0,
284701,2193,0.0,
259663,2193,0.0,
259666,2193,0.0,
224603,2197,0.0,
259672,2198,0.0,
224601,2205,0.0,
259671,2205,0.0,
293003,2205,0.0,
224596,2208,0.0,
224606,2211,0.0,
258362,2214,0.0,
259673,2214,0.0,
258381,2215,0.0,
259751,2215,0.0,
206179,2217,0.0,
224599,2223,0.0,
206173,2237,0.0,
224597,2238,0.0,
224611,2238,0.0,
224612,2238,0.0,
284758,2243,0.0,
258438,2243,0.0,
314307,2250,1.0,
306520,2253,0.0,
293073,2259,0.0,
260000,2270,0.0,
224632,2275,0.0,
259904,2281,0.0,
260080,2287,0.0,
211743,2312,0.0,
259601,2316,0.0,
258335,2322,0.0,
258413,2338,0.0,
314286,2340,0.0,
266919,2348,0.0,
284733,2356,0.0,
284712,2361,0.0,
258455,2369,0.0,
258460,2402,0.0,
284217,2407,0.0,
206239,2423,0.0,
260014,2437,0.0,
258428,2460,0.0,
259974,2464,0.0,
259921,2468,0.0,
260181,2486,0.0,
284804,2490,0.0,
314327,2490,0.0,
314316,2498,1.0,
258484,2500,0.0,
314300,2507,1.0,
259849,2508,0.0,
259855,2508,0.0,
224615,2511,1.0,
212418,2518,0.0,
275515,2525,0.0,
258358,2525,0.0,
259651,2525,0.0,
269981,2527,0.0,
259766,2531,0.0,
259774,2531,0.0,
206228,2537,0.0,
259832,2541,0.0,
259879,2543,0.0,
259795,2554,0.0,
259638,2560,0.0,
305282,2568,0.0,
259784,2568,0.0,
259857,2591,0.0,
259793,2592,0.0,
260033,2605,0.0,
260054,2605,0.0,
260056,2605,0.0,
260015,2616,0.0,
260021,2616,0.0,
260070,2616,0.0,
259940,2619,0.0,
284768,2620,0.0,
260060,2637,0.0,
260046,2645,0.0,
260058,2650,0.0,
260107,2659,0.0,
260216,2660,0.0,
260053,2661,0.0,
260073,2661,0.0,
260072,2662,0.0,
260171,2666,0.0,
266978,2666,0.0,
284779,2670,0.0,
209271,2672,0.0,
257226,2672,0.0,
224684,2680,0.0,
275629,2692,0.0,
293250,2692,0.0,
293266,2695,0.0,
258588,2695,0.0,
260648,2695,1.0,
314391,2698,0.0,
260588,2706,0.0,
209475,2708,0.0,
260514,2713,0.0,
260495,2720,0.0,
209453,2726,0.0,
206400,2737,0.0,
260348,2737,0.0,
224692,2739,0.0,
260306,2742,0.0,
284238,2744,0.0,
260463,2744,0.0,
224685,2750,0.0,
260447,2750,0.0,
211277,2753,0.0,
224690,2755,0.0,
260445,2755,0.0,
260513,2756,0.0,
260515,2756,0.0,
260288,2757,0.0,
314265,2781,0.0,
292957,2791,0.0,
259496,2799,0.0,
259512,2800,0.0,
259498,2802,0.0,
259032,2804,0.0,
284516,2805,0.0,
309030,2805,0.0,
259040,2807,0.0,
259041,2807,0.0,
314221,2811,1.0,
259130,2812,0.0,
258973,2817,0.0,
258987,2822,0.0,
314211,2822,1.0,1.0
257272,2826,1.0,
259007,2827,0.0,
259008,2827,0.0,
259004,2830,0.0,
292768,2838,0.0,
258976,2844,0.0,
258996,2852,0.0,
292770,2865,0.0,
292761,2869,0.0,
269926,2877,0.0,
292537,2896,0.0,
258031,2900,0.0,
258000,2904,0.0,
314192,2911,0.0,
259166,2916,0.0,
259222,2945,0.0,
266830,2945,0.0,
224530,2948,0.0,
259193,2962,0.0,
257758,2964,0.0,
259168,2964,0.0,
259171,2964,0.0,
209316,2964,0.0,
292824,2972,0.0,
309029,2973,0.0,
259159,2975,0.0,
292833,2979,0.0,
305975,2981,0.0,
314232,2983,0.0,
259145,2985,0.0,
259165,2994,0.0,
266824,2994,0.0,
314241,3025,0.0,
314242,3025,0.0,
259436,3038,0.0,
224568,3043,1.0,
259554,3049,0.0,
259556,3049,0.0,
314273,3049,0.0,
206108,3051,0.0,
292884,3067,0.0,
314262,3072,0.0,
259481,3088,0.0,
306218,3102,0.0,
209345,3103,0.0,
259444,3104,0.0,
259467,3105,0.0,
259441,3153,0.0,
292943,3161,0.0,
259424,3161,0.0,
259396,3170,0.0,
292914,3173,0.0,
259364,3178,0.0,
259394,3179,0.0,
259381,3183,0.0,
259452,3195,0.0,
259453,3195,0.0,
314076,3210,1.0,
258261,3214,0.0,
284775,3215,0.0,
224648,3217,0.0,
260401,3222,0.0,
260402,3222,0.0,
224344,3226,1.0,
260157,3231,0.0,
224635,3232,1.0,
260820,3235,0.0,
260834,3237,0.0,
224771,3240,1.0,
293359,3248,0.0,
275674,3250,0.0,
224762,3254,1.0,
309671,3256,1.0,
270806,3260,0.0,
232277,3265,0.0,
275742,3273,0.0,
232260,3283,0.0,
309667,3283,0.0,
309692,3285,0.0,
270841,3286,0.0,
309690,3290,0.0,
295745,3295,0.0,
232358,3303,0.0,
232359,3303,0.0,
232360,3303,0.0,
309672,3315,0.0,
232285,3329,0.0,
270774,3334,1.0,
232270,3339,0.0,
232286,3344,0.0,
232252,3353,0.0,
309673,3361,1.0,
232475,3368,0.0,
310356,3378,0.0,
221554,3385,0.0,
239182,3390,0.0,
220488,3391,1.0,
221163,3406,0.0,
239062,3421,0.0,
239815,3433,0.0,
271956,3434,0.0,
239086,3436,0.0,
239119,3436,0.0,
207647,3436,0.0,
280330,3444,0.0,
288639,3444,0.0,
282276,3447,0.0,
202138,3448,0.0,
202142,3448,0.0,
200232,3451,0.0,
247507,3451,0.0,
264988,3452,0.0,
268903,3457,0.0,
246084,3473,0.0,
308138,3493,0.0,
245096,3495,0.0,
263732,3516,0.0,
213203,3517,1.0,
222214,3531,0.0,
222023,3532,0.0,
248559,3536,0.0,
222618,3542,0.0,
247241,3544,0.0,
273412,3555,0.0,
290247,3564,0.0,
230497,3579,0.0,
208511,3585,0.0,
217417,3594,0.0,
248556,3595,0.0,
273393,3599,0.0,
248055,3601,0.0,
248560,3602,0.0,
273395,3603,0.0,
248521,3604,0.0,
222686,3609,0.0,
312836,3610,0.0,
312840,3610,0.0,
281677,3617,0.0,
312823,3621,0.0,
249130,3623,0.0,
215952,3626,0.0,
222677,3628,0.0,
200604,3641,0.0,
248467,3643,0.0,
222571,3645,0.0,
248519,3649,0.0,
248159,3660,0.0,
308159,3660,0.0,
290220,3660,0.0,
230490,3674,0.0,
219056,3676,0.0,
248372,3679,0.0,
249158,3683,0.0,
264895,3685,1.0,
249163,3692,1.0,
248881,3696,0.0,
248664,3702,0.0,
248612,3717,0.0,
248665,3717,0.0,
248816,3727,0.0,
248826,3727,0.0,
281593,3730,0.0,
290352,3731,0.0,
290398,3733,1.0,
248903,3742,0.0,
249146,3743,0.0,
248994,3756,0.0,
281722,3784,0.0,
228344,3804,0.0,
200884,3805,0.0,
249093,3812,0.0,
200887,3817,0.0,
230501,3817,0.0,
273470,3817,0.0,
290404,3818,0.0,
216541,3818,0.0,
216473,3820,0.0,
230569,3820,0.0,
248986,3822,0.0,
308183,3836,0.0,
281943,3837,0.0,
249836,3842,0.0,
249919,3842,0.0,
249863,3847,0.0,
249865,3847,0.0,
249874,3847,0.0,
273799,3851,0.0,
249875,3856,0.0,
249841,3858,0.0,
249819,3862,0.0,
249893,3865,0.0,
249673,3889,0.0,
273734,3889,0.0,
281893,3900,0.0,
249695,3900,0.0,
201443,3901,0.0,
249872,3907,0.0,
249890,3907,0.0,
249993,3907,0.0,
250052,3907,0.0,
228359,3917,0.0,
249780,3922,0.0,
249794,3922,0.0,
265179,3923,0.0,
249798,3931,0.0,
250435,3932,0.0,
218247,3937,0.0,
249420,3942,0.0,
208628,3944,0.0,
230650,3950,0.0,
249492,3960,0.0,
250458,3963,0.0,
250491,3963,0.0,
250593,3963,0.0,
212190,3985,0.0,
281280,3996,0.0,
247515,4020,0.0,
273207,4022,0.0,
247317,4033,0.0,
247605,4040,0.0,
230459,4045,0.0,
248208,4057,0.0,
247044,4068,0.0,
247308,4080,0.0,
276549,4083,0.0,
222352,4085,0.0,
230272,4090,0.0,
246843,4090,0.0,
248705,4106,0.0,
222659,4112,0.0,
248937,4112,0.0,
312808,4116,0.0,
248884,4119,0.0,
230551,4126,0.0,
249716,4137,0.0,
222846,4147,0.0,
281843,4148,0.0,
249618,4149,0.0,
218615,4159,0.0,
250523,4159,0.0,
219075,4176,0.0,
201254,4176,1.0,
249968,4177,0.0,
208648,4182,0.0,
281890,4182,0.0,
250563,4184,0.0,
249711,4191,0.0,
252545,4201,0.0,
313240,4201,1.0,
290924,4203,0.0,
313066,4207,0.0,
251028,4210,0.0,
230819,4211,1.0,
251456,4217,0.0,
217798,4220,0.0,
291035,4221,0.0,
285735,4221,0.0,
251435,4234,0.0,
251457,4241,0.0,
223057,4242,0.0,
225062,4242,0.0,
251422,4248,0.0,
202327,4260,0.0,
202329,4260,0.0,
282497,4260,0.0,
223240,4264,0.0,
274053,4264,0.0,
252482,4267,0.0,
208781,4271,0.0,
313099,4271,1.0,
251331,4272,0.0,
223067,4273,0.0,
230869,4273,0.0,
252375,4278,0.0,
252484,4285,0.0,
252487,4287,0.0,
282477,4296,0.0,
252535,4299,0.0,
252466,4300,0.0,
230624,4307,0.0,
230631,4307,0.0,
201239,4316,0.0,
252025,4327,0.0,
230772,4334,0.0,
274076,4335,0.0,
202126,4338,0.0,
252356,4339,0.0,
223146,4343,0.0,
282469,4371,0.0,
282521,4372,0.0,
252169,4377,0.0,
270558,4380,0.0,
251679,4396,0.0,
251682,4396,0.0,
282320,4396,0.0,
202299,4399,0.0,
252513,4404,0.0,
252076,4405,0.0,
252128,4405,0.0,
251609,4414,0.0,
268947,4417,0.0,
221590,4449,0.0,
240944,4452,0.0,
242992,4455,0.0,
243582,4467,0.0,
243653,4467,0.0,
221520,4510,0.0,
242443,4524,0.0,
242416,4544,0.0,
218961,4553,0.0,
309080,4560,0.0,
221561,4564,0.0,
242705,4568,0.0,
221537,4580,0.0,
228270,4592,0.0,
242043,4592,0.0,
242280,4592,0.0,
241423,4602,0.0,
229609,4602,0.0,
240751,4603,0.0,
245908,4618,0.0,
222125,4620,0.0,
312955,4632,0.0,
248883,4651,0.0,
250217,4656,0.0,
222816,4672,0.0,
250308,4674,0.0,
250284,4680,0.0,
201640,4683,0.0,
273836,4683,0.0,
250280,4684,0.0,
250291,4684,0.0,
250517,4686,0.0,
250036,4687,0.0,
250222,4695,1.0,
250177,4704,0.0,
250051,4706,0.0,
250279,4707,1.0,
252712,4709,0.0,
251170,4710,0.0,
290888,4721,0.0,
285720,4733,0.0,
251058,4736,0.0,
251550,4765,0.0,
251446,4783,0.0,
223277,4789,0.0,
252575,4789,0.0,
223107,4790,0.0,
276678,4790,0.0,
252171,4800,0.0,
251398,4801,0.0,
201860,4809,0.0,
250723,4812,0.0,
250996,4817,0.0,
223245,4823,0.0,
252473,4823,0.0,
291088,4825,0.0,
251776,4839,0.0,
282449,4840,0.0,
230912,4843,0.0,
251252,4846,0.0,
251299,4846,0.0,
251504,4852,0.0,
285746,4852,0.0,
282353,4855,0.0,
250587,4858,0.0,
210591,4866,0.0,
249938,4866,0.0,
230685,4879,0.0,
249829,4883,0.0,
201542,4889,0.0,
312963,4890,0.0,
250552,4891,0.0,
250465,4897,0.0,
250547,4897,0.0,
290830,4902,0.0,
290739,4903,0.0,
218289,4906,1.0,
250578,4916,0.0,
250661,4916,0.0,
250246,4919,0.0,
250396,4921,0.0,
222912,4935,0.0,
230742,4935,0.0,
230743,4935,0.0,
250188,4936,0.0,
250166,4936,0.0,
290725,4936,0.0,
312951,4942,0.0,
230643,4977,0.0,
230658,4977,0.0,
265134,4977,0.0,
219090,4984,0.0,
222908,4984,0.0,
250355,4984,0.0,
250376,4984,0.0,
273868,4987,0.0,
250314,4999,0.0,
250102,5004,0.0,
250481,5007,0.0,
273829,5008,0.0,
276649,5019,0.0,
273881,5019,0.0,
250373,5025,0.0,
222917,5029,0.0,
201696,5037,0.0,
201697,5037,0.0,
282157,5041,0.0,
251116,5045,0.0,
251805,5057,0.0,
252063,5060,0.0,
252034,5060,0.0,
214007,5061,0.0,
252424,5062,0.0,
218005,5063,0.0,
251740,5083,0.0,
282344,5087,0.0,
282342,5087,0.0,
231012,5092,0.0,
274064,5096,0.0,
248469,5104,0.0,
230587,5105,0.0,
250635,5172,0.0,
282194,5185,0.0,
208761,5188,0.0,
251090,5198,0.0,
251062,5202,0.0,
251030,5206,0.0,
290977,5208,0.0,
251886,5216,0.0,
230864,5225,0.0,
252028,5238,0.0,
223109,5244,0.0,
251344,5249,0.0,
251407,5251,0.0,
251415,5253,0.0,
282448,5260,0.0,
291128,5260,0.0,
251376,5264,1.0,
251371,5265,0.0,
251412,5266,0.0,
219082,5275,0.0,
222849,5276,0.0,
250109,5276,0.0,
250140,5276,0.0,
222850,5292,0.0,
222851,5292,0.0,
250146,5292,0.0,
273753,5296,0.0,
250180,5302,0.0,
222989,5331,0.0,
302874,5338,0.0,
250674,5351,0.0,
256624,5366,0.0,
231202,5376,0.0,
256084,5387,0.0,
275969,5387,0.0,
223460,5431,0.0,
253716,5434,0.0,
253664,5440,1.0,
253758,5449,0.0,
254447,5457,0.0,
254341,5459,0.0,
274389,5471,0.0,
254335,5474,0.0,
291725,5475,0.0,
253473,5478,0.0,
253493,5478,0.0,
231152,5479,0.0,
253196,5489,0.0,
253263,5489,0.0,
270580,5489,0.0,
270578,5492,0.0,
253192,5498,0.0,
253200,5498,0.0,
253302,5505,0.0,
231177,5513,0.0,
253376,5515,0.0,
254126,5519,0.0,
231287,5524,0.0,
254142,5527,0.0,
256493,5532,0.0,
231597,5538,0.0,
256496,5538,1.0,
256501,5538,0.0,
276827,5542,0.0,
283530,5543,0.0,
256913,5548,0.0,
257270,5553,0.0,
257642,5553,0.0,
256944,5560,0.0,
231670,5571,0.0,
231654,5575,0.0,
231664,5586,0.0,
257022,5586,0.0,
292284,5598,0.0,
304760,5598,0.0,
256727,5606,0.0,
256860,5607,0.0,
304699,5608,0.0,
313838,5608,0.0,
231613,5609,0.0,
256602,5609,0.0,
256604,5609,0.0,
256605,5609,0.0,
292249,5624,0.0,
256658,5626,0.0,
231600,5631,0.0,
256440,5632,0.0,
256489,5633,0.0,
256511,5633,0.0,
231643,5634,0.0,
256360,5645,0.0,
256585,5656,0.0,
256578,5656,0.0,
256429,5657,0.0,
256807,5663,0.0,
254166,5668,0.0,
253755,5683,0.0,
252866,5692,0.0,
231310,5698,0.0,
252952,5701,0.0,
254178,5708,0.0,
231169,5709,0.0,
274355,5726,0.0,
204021,5731,0.0,
255872,5736,0.0,
313757,5738,0.0,
304145,5740,0.0,
231358,5753,0.0,
253864,5770,0.0,
274208,5776,0.0,
274211,5776,0.0,
252661,5784,0.0,
253526,5793,0.0,
253529,5795,0.0,
228126,5796,0.0,
282816,5819,0.0,
253622,5823,0.0,
255862,5865,0.0,
203931,5887,0.0,
255823,5909,0.0,
266222,5913,0.0,
255837,5917,0.0,
255157,5930,0.0,
255193,5930,0.0,
283248,5938,0.0,
274868,5946,0.0,
283256,5949,0.0,
274983,5951,0.0,
255851,5952,0.0,
203932,5981,0.0,
275197,5986,0.0,
275198,5986,0.0,
244453,6003,0.0,
308991,6003,0.0,
241468,6011,0.0,
229604,6011,0.0,
241482,6011,0.0,
241013,6014,0.0,
229510,6021,0.0,
240658,6021,0.0,
240660,6021,0.0,
241269,6025,0.0,
288431,6030,0.0,
241641,6036,0.0,
241491,6038,0.0,
242891,6042,0.0,
242880,6045,0.0,
221527,6048,0.0,
241966,6050,0.0,
241719,6054,0.0,
241695,6061,0.0,
241704,6061,0.0,
280159,6062,0.0,
241834,6067,0.0,
241833,6069,0.0,
218947,6081,0.0,
280185,6081,0.0,
241650,6082,0.0,
242306,6087,0.0,
280253,6092,0.0,
242041,6105,0.0,
241892,6135,0.0,
241700,6137,0.0,
229658,6148,0.0,
242171,6159,0.0,
242300,6159,0.0,
242369,6159,0.0,
242873,6161,0.0,
242599,6162,0.0,
308964,6162,0.0,
308961,6163,0.0,
242528,6164,0.0,
308976,6174,0.0,
242623,6182,0.0,
309003,6188,0.0,
288616,6190,0.0,
280351,6196,0.0,
241807,6201,0.0,
272373,6202,0.0,
288462,6209,0.0,
221528,6211,0.0,
288548,6212,0.0,
308985,6215,0.0,
241762,6216,0.0,
308943,6220,0.0,
308944,6220,0.0,
308986,6220,0.0,
308987,6220,0.0,
242340,6227,0.0,
242386,6239,0.0,
242885,6246,0.0,
242899,6246,0.0,
242917,6246,0.0,
242661,6248,0.0,
242427,6249,0.0,
242492,6249,0.0,
229729,6254,0.0,
229747,6259,0.0,
242975,6279,0.0,
221359,6290,0.0,
288375,6294,0.0,
288224,6298,0.0,
240785,6311,0.0,
240832,6312,0.0,
279919,6317,0.0,
240879,6319,0.0,
241017,6328,0.0,
215110,6333,0.0,
240955,6354,0.0,
241019,6358,0.0,
241030,6358,0.0,
241031,6358,0.0,
241038,6358,0.0,
241020,6362,0.0,
221335,6365,0.0,
241037,6371,0.0,
214752,6375,0.0,
240749,6375,0.0,
240826,6375,0.0,
288237,6376,0.0,
267461,6384,0.0,
241147,6396,0.0,
241058,6405,0.0,
229557,6405,0.0,
229566,6418,0.0,
241515,6421,0.0,
241497,6427,0.0,
241393,6431,0.0,
241106,6447,1.0,
309079,6451,0.0,
241517,6456,0.0,
241504,6456,0.0,
241377,6459,0.0,
241388,6459,0.0,
221518,6475,0.0,
272409,6482,0.0,
242804,6491,0.0,
229800,6501,0.0,
243183,6501,0.0,
243228,6501,0.0,
243246,6501,0.0,
241661,6519,0.0,
280165,6519,0.0,
241647,6523,0.0,
242743,6528,0.0,
242747,6548,0.0,
242763,6554,0.0,
242714,6562,0.0,
221586,6568,0.0,
242387,6583,0.0,
242466,6583,0.0,
228271,6590,0.0,
242689,6598,0.0,
242694,6598,0.0,
242726,6600,0.0,
243328,6606,0.0,
243331,6606,0.0,
285478,6611,0.0,
300574,6613,0.0,
285146,6615,0.0,
289421,6615,0.0,
280588,6616,0.0,
272766,6619,0.0,
245638,6619,0.0,
299910,6622,0.0,
243863,6631,0.0,
244722,6636,0.0,
280446,6644,0.0,
289045,6647,0.0,
222079,6655,1.0,
245669,6658,0.0,
312090,6658,0.0,
245615,6659,0.0,
272784,6662,0.0,
245696,6665,0.0,
243606,6691,0.0,
243662,6692,0.0,
217589,6712,0.0,
268905,6719,0.0,
221704,6722,1.0,
240784,6735,0.0,
240867,6737,0.0,
240783,6753,0.0,
240800,6753,0.0,
288258,6762,0.0,
221267,6771,0.0,
243142,6783,0.0,
243166,6783,0.0,
241988,6795,0.0,
280268,6795,0.0,
229693,6798,0.0,
240570,6804,0.0,
263369,6808,0.0,
229578,6808,0.0,
241200,6812,0.0,
240642,6829,0.0,
213039,6835,0.0,
272201,6837,0.0,
311402,6842,0.0,
242223,6849,0.0,
299263,6849,0.0,
276477,6851,0.0,
229710,6854,0.0,
242401,6854,0.0,
242438,6854,0.0,
242964,6866,0.0,
221476,6867,0.0,
241990,6867,0.0,
241993,6867,0.0,
242085,6870,0.0,
242110,6870,0.0,
242153,6870,0.0,
242163,6870,0.0,
288510,6875,0.0,
229657,6878,0.0,
243342,6879,0.0,
288801,6879,0.0,
241881,6883,0.0,
242144,6885,0.0,
